Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3
CHEMBL160629,CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C/COCC(=O)O)C[C@H]2C[C@H]1O,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712750>,374.477,2.2249,4,3,86.99,6,5,27,2,0.681818182
CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,6.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7127B0>,272.37,1.0895,4,3,78.43,6,6,18,1,0.5
CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,1.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712870>,317.429,3.2609,2,2,66.4,6,4,23,2,0.578947368
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7128D0>,346.339,2.1756,7,1,107.77,4,8,25,2,0.294117647
CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712990>,414.483,2.4838,5,2,95.94,5,8,29,4,0.380952381
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,0.76,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7129F0>,303.358,1.8677,5,0,55.84,3,5,22,3,0.529411765
CHEMBL166937,CN(CC(N)=O)C(=O)N(CCCl)N=O,1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712AB0>,222.632,-0.2543,4,1,96.07,5,8,14,0,0.666666667
CHEMBL184,Nc1nc(O)c2ncn(COCCO)c2n1,2.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712B10>,225.208,-0.9195,8,3,119.31,4,8,16,2,0.375
CHEMBL1436,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712B70>,424.391,-0.536,9,3,173.76,7,13,29,3,0.3125
CHEMBL316157,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,1.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712BD0>,415.496,-0.3178,6,1,93.42,6,9,28,4,0.263157895
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712CF0>,206.285,3.0732,1,1,37.3,4,2,15,1,0.461538462
CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712D50>,234.343,2.58374,2,1,32.34,5,3,17,1,0.5
CHEMBL456,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712DB0>,303.141,3.6057,3,1,63.6,6,6,19,1,0.230769231
CHEMBL484,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712E10>,273.189,-0.4397,7,3,136.38,5,10,18,2,0.375
CHEMBL351706,N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1c[nH]cn1,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712E70>,489.626,4.16528,6,1,93.09,6,9,34,5,0.2
CHEMBL580,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,17,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B712ED0>,321.163,3.1013,3,2,61.69,1,6,21,3,0.066666667
CHEMBL306700,CCOc1ccccc1OCC1CNCCO1,4.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717030>,237.299,1.4525,4,1,39.72,5,4,17,2,0.538461538
CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717090>,364.423,3.0365,5,3,118.72,8,8,25,2,0.235294118
CHEMBL656,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,5.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7170F0>,315.369,1.0482,5,1,59,1,5,23,5,0.611111111
CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717150>,349.412,0.3181,5,3,112.73,4,8,24,3,0.4375
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7171B0>,250.342,2.7597,3,0,32.78,4,4,18,1,0.5
CHEMBL266349,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717330>,429.521,0.81087,5,5,148.61,9,9,31,3,0.545454545
CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,5.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717390>,312.417,2.3184,4,1,50.16,2,5,23,4,0.555555556
CHEMBL1731,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717450>,539.592,-0.2338,8,3,173.5,6,15,36,4,0.476190476
CHEMBL1346,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,3.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7174B0>,426.56,3.9575,3,1,55.56,7,4,32,5,0.321428571
CHEMBL819,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717510>,401.444,1.89532,6,2,112.74,4,9,28,4,0.368421053
CHEMBL888,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717570>,263.2,-1.2886,7,3,110.6,2,9,18,2,0.555555556
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7175D0>,383.47,-0.308,6,3,110.18,5,9,26,3,0.705882353
CHEMBL118218,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,0.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717630>,246.306,1.6656,3,2,57.53,1,3,18,3,0.533333333
CHEMBL1489,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.36,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717690>,244.207,-3.168,9,4,143.72,2,9,17,2,0.625
CHEMBL1411979,CN(C)CCN(Cc1cccs1)c1ccccn1,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7176F0>,261.394,2.7113,4,0,19.37,6,4,18,2,0.357142857
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717750>,302.238,1.988,7,5,131.36,1,7,22,3,0
CHEMBL19224,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7177B0>,339.391,3.86,5,0,49.81,6,5,25,3,0.25
CHEMBL635,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,2.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717810>,358.434,1.7658,5,2,91.67,2,5,26,4,0.666666667
CHEMBL1098,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,3.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717870>,288.435,3.89654,2,1,32.34,5,3,21,2,0.611111111
CHEMBL1077,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,2.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7178D0>,334.169,2.8894,3,2,80.39,4,5,20,2,0.066666667
CHEMBL74632,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,2.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717990>,520.48,-1.1277,12,4,206.3,9,16,36,4,0.35
CHEMBL425,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,0.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7179F0>,302.242,2.9096,6,4,139.78,4,8,22,2,0
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,0.96,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717AB0>,517.564,-0.2403,7,3,156.43,6,13,36,4,0.47826087
CHEMBL1380,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717B10>,286.339,1.0923,7,3,101.88,4,7,21,4,0.5
CHEMBL1908354,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1,1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717B70>,478.577,1.41082,9,3,132.72,7,12,31,4,0.315789474
CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717BD0>,369.368,3.51522,4,1,73.86,5,9,25,3,0.25
CHEMBL80,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717C30>,327.38,1.3014,5,2,70,2,5,24,5,0.526315789
CHEMBL19236,COc1nc(C)nc(Cl)c1NC1=NCCN1,2.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717C90>,241.682,0.81812,6,2,71.43,2,7,16,2,0.444444444
CHEMBL902,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,2.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717CF0>,337.456,-0.768,6,4,175.83,7,12,20,1,0.375
CHEMBL1447,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,5.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717DB0>,406.545,-0.857,8,5,122.49,7,9,27,2,0.944444444
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717E10>,372.553,3.8145,2,2,58.2,1,4,27,4,0.826086957
CHEMBL1505,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,3.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717ED0>,335.473,2.1976,3,1,56.41,6,6,23,3,0.529411765
CHEMBL403,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717F30>,233.245,-0.795,4,1,91.75,1,7,15,2,0.75
CHEMBL1753,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,2.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B717F90>,424.991,0.3895,7,4,102.26,7,9,27,2,0.944444444
CHEMBL1908301,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,2.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718030>,386.255,0.8528,8,2,128.18,7,13,26,3,0.230769231
CHEMBL48880,CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,2.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718090>,464.547,4.17972,6,3,109.42,6,9,33,4,0.166666667
CHEMBL182,Nc1nc(O)c2ncn(COC(CO)CO)c2n1,3.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718210>,255.234,-1.5586,9,4,139.54,5,9,18,2,0.444444444
CHEMBL1520,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,4.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7182D0>,488.614,2.07042,8,1,112.9,8,11,34,4,0.52173913
CHEMBL254193,N/N=c1/cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,5.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718330>,269.308,0.3826,4,2,87.37,1,6,20,3,0.214285714
CHEMBL638,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,5.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718390>,349.316,2.1769,6,1,76.72,5,9,25,3,0.25
CHEMBL2220384,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7183F0>,273.376,2.7677,3,0,29.54,4,3,20,2,0.470588235
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,5.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718450>,287.359,1.8503,4,1,41.93,1,4,21,4,0.529411765
CHEMBL577,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,39,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7184B0>,348.399,1.1261,4,3,106.94,8,7,25,2,0.5
CHEMBL181,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,48,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718510>,230.676,1.8726,3,1,58.53,0,6,14,2,0.125
CHEMBL268254,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,200,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718570>,305.164,3.7829,2,1,41.46,1,5,20,3,0.066666667
CHEMBL1435,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,1.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7185D0>,454.519,-0.63608,12,2,156.09,7,15,29,4,0.428571429
CHEMBL1614644,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,1.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718690>,296.414,3.8876,2,0,26.3,4,3,22,3,0.368421053
CHEMBL267648,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7186F0>,333.363,1.6105,5,1,65.78,3,7,24,3,0.411764706
CHEMBL349803,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,1.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7187B0>,362.407,2.4247,5,2,109.93,5,8,25,3,0.235294118
CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718810>,435.44,-1.1725,10,4,201.58,7,15,28,2,0.461538462
CHEMBL1077896,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,2.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7188D0>,274.408,3.50644,2,1,32.34,4,3,20,2,0.588235294
CHEMBL1733,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,2.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718930>,410.47,2.0886,4,3,106.94,8,7,30,3,0.347826087
CHEMBL399510,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,2.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718990>,344.253,2.1115,4,2,67.59,7,6,20,1,0.5
CHEMBL640,CCN(CC)CCNC(=O)c1ccc(N)cc1,3.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718A50>,235.331,1.3404,3,2,58.36,6,4,17,1,0.461538462
CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718AB0>,207.226,-3.2621,6,5,104.39,3,6,14,1,1
CHEMBL572,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0.97,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718B10>,238.159,0.0735,6,1,118.05,3,9,17,2,0.125
CHEMBL596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718B70>,336.479,4.1367,2,0,23.55,6,3,25,3,0.409090909
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718BD0>,410.493,3.59042,6,0,64.16,4,7,30,5,0.52173913
CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,3.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718C30>,336.432,2.3655,5,3,87.66,10,6,24,1,0.555555556
CHEMBL314437,CCC1(c2cccc(O)c2)CCCCN(C)C1,1.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718C90>,233.355,3.1557,2,1,23.47,2,2,17,2,0.6
CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718CF0>,295.408,1.3212,3,2,65.2,6,6,20,2,0.428571429
CHEMBL60745,CC[N+](C)(C)c1cccc(O)c1.[Br-],1.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718D50>,246.148,-1.017,1,1,20.23,2,3,13,1,0.4
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718DB0>,422.92,4.2668,6,2,92.51,8,8,30,4,0.272727273
CHEMBL1194,CCCNC(C)C(=O)Nc1ccccc1C,1.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718E10>,220.316,2.32162,2,2,41.13,5,3,16,1,0.461538462
CHEMBL1087,Cc1cccc(C)c1NC(=O)C1CCCCN1C,2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718F30>,246.354,2.72624,2,1,32.34,2,3,18,2,0.533333333
CHEMBL95804,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,3.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B718F90>,313.423,1.1297,4,2,78.51,8,7,21,1,0.5
CHEMBL1531134,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719030>,263.356,3.5205,2,0,20.31,5,3,19,2,0.5625
CHEMBL1510,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,4.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719090>,382.529,3.821,3,1,53.17,6,5,27,4,0.363636364
CHEMBL585,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,4.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719150>,253.269,0.8334,7,3,129.62,1,7,19,3,0
CHEMBL1473,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719210>,500.579,4.43,6,1,80.67,4,9,34,4,0.72
CHEMBL1201288,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,10,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719270>,314.257,1.7405,6,1,118.05,4,9,23,3,0.071428571
CHEMBL707,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,10,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7192D0>,451.483,1.7178,9,1,112.27,4,10,33,5,0.347826087
CHEMBL434394,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,10,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719330>,405.441,2.3636,5,3,70.95,6,7,29,4,0.454545455
CHEMBL1568,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719390>,285.235,-1.8409,9,4,139.54,2,10,20,3,0.5
CHEMBL113278,CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7193F0>,372.421,1.8641,6,4,114.04,8,7,27,3,0.35
CHEMBL1146,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,0.75,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7194B0>,462.513,-0.2256,10,3,150.54,7,13,31,4,0.333333333
CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.78,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719510>,303.293,1.7737,5,0,64.43,2,7,22,3,0.266666667
CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.78,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719570>,424.534,2.4404,6,4,124.29,10,7,30,2,0.739130435
CHEMBL836,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,6.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719630>,408.52,2.3409,6,2,99.88,11,8,28,2,0.4
CHEMBL559288,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719750>,430.596,3.69218,4,1,73.36,7,5,32,4,0.481481481
CHEMBL2103780,CCN1C[C@H]2CN(C)C[C@H](C1)C2OC(=O)c1ccc(Cl)cc1,8.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7197B0>,322.836,2.3787,4,0,32.78,3,5,22,3,0.588235294
CHEMBL728,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719810>,373.953,4.5802,4,0,9.72,4,5,25,4,0.4
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,10,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7198D0>,326.831,3.7227,4,1,30.87,0,5,23,4,0.277777778
CHEMBL404520,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719930>,478.885,0.439,9,6,181.62,2,11,33,4,0.409090909
CHEMBL533,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719990>,384.586,4.164,4,2,69.64,14,6,26,1,0.7
CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7199F0>,250.283,0.8596,5,2,97.97,3,7,17,2,0
CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719A50>,270.354,1.78302,3,2,75.27,5,6,18,1,0.416666667
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,7.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719AB0>,425.92,3.3532,5,2,78.82,5,8,30,5,0.363636364
CHEMBL813,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,2.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719B10>,424.522,4.7444,5,2,92.42,10,7,30,3,0.260869565
CHEMBL249856,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719B70>,248.307,1.96432,3,2,65.72,3,5,17,2,0.166666667
CHEMBL398707,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,2.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719BD0>,285.343,1.6303,4,1,49.77,0,4,21,5,0.588235294
CHEMBL953,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,2.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719C90>,305.29,1.78138,6,2,127.7,5,8,22,1,0.285714286
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719CF0>,384.435,0.548,6,3,124.01,5,10,25,3,0.466666667
CHEMBL1644,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719D50>,363.395,0.1505,6,4,132.96,4,9,25,3,0.3125
CHEMBL418192,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,2.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719DB0>,344.411,1.50222,5,3,93.81,10,6,25,2,0.315789474
CHEMBL266510,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,37,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719E10>,359.706,4.5326,2,1,38.33,2,8,24,3,0.1875
